Customer Id,Account Number,Full Name,Date of Birth,Occupation,Complete Address,Total Income Per Annum,Passport/Gov ID Proof,Is_Flagged,Flag_Type,Flag_Reason,Risk_Category,Risk_Score
CUST668025,8818164834,Maanav Murthy,19-02-1994,Financial Advisor,"Flat No. 48C, Andra Zila, Ville Nagar, Ozhukarai, Odisha - 230614, India",1346302,Aadhaar Card: XXXX-XXXX-5033,FALSE,NONE,,CLEAN,13
CUST746447,3742406978,Xiti Pandya,11/10/1985,Farmer,"Flat No. 33D, Ranganathan Zila, Ville Nagar, Surat, Uttarakhand - 414353, India",591766,Voter ID: VJR7988386,FALSE,NONE,,CLEAN,12
CUST386544,715130861,Raghav Vasa,12/6/1985,Construction Contractor,"Flat No. 1B, Tara Path, Ville Nagar, Kurnool, Gujarat - 693830, India",1299444,Voter ID: BTZ2539438,FALSE,NONE,,CLEAN,4
CUST336540,1526403963,Hema Rout,5/11/1979,Lawyer,"Flat No. 6D, Shankar, Ville Nagar, Bokaro, Jharkhand - 810929, India",4067110,Driving Licence: WR63 20164521363,FALSE,NONE,,CLEAN,10
CUST779872,9414721240,Gavin Ghose,16-03-1974,Teacher / Professor,"Flat No. 25A, Jayaraman, Ville Nagar, Purnia, Tamil Nadu - 458997, India",425375,PAN Card: IFHUU4226L,FALSE,NONE,,CLEAN,9
CUST302814,4547973270,Wyatt Vasa,24-05-1958,Teacher / Professor,"Flat No. 49D, Tella, Ville Nagar, Tadipatri, Delhi - 829837, India",206867,Passport: S4346496,FALSE,NONE,,CLEAN,8
CUST882354,8820389620,Karan Mani,15-07-1980,Pharmacist,"Flat No. 22B, Sundaram Chowk, Ville Nagar, Narasaraopet, Bihar - 426775, India",725583,Passport: Y2425342,FALSE,NONE,,CLEAN,0
CUST862091,606064149,Tanvi Rajagopalan,9/7/1973,Lawyer,"Flat No. 23D, Chandran Street, Ville Nagar, Mathura, Himachal Pradesh - 355958, India",6509317,Driving Licence: OB51 20200071484,FALSE,NONE,,CLEAN,17
CUST672086,4193439805,Meera Subramaniam,21-07-1956,Central Bank Official,"Flat No. 30A, Chennai, India",4800000,Driving Licence: DL-383968487,TRUE,PEP,Domestic PEP - RBI Deputy Governor,PEP,55
CUST316943,9224360382,Warda Bhasin,4/5/1981,Doctor,"Flat No. 39D, Arya Ganj, Ville Nagar, Kharagpur, Andhra Pradesh - 494206, India",6231472,Passport: L1400570,FALSE,NONE,,CLEAN,3
CUST545823,9307113198,Mitesh Prasad,16-05-1989,Stockbroker,"Flat No. 7B, Sood Nagar, Ville Nagar, Salem, Delhi - 584175, India",2646888,Voter ID: ABB2988260,FALSE,NONE,,CLEAN,1
CUST430926,1054167985,Warinder Patil,27-07-1972,Retired / Pensioner,"Flat No. 35D, Pillai Zila, Ville Nagar, Sikar, Delhi - 138399, India",312569,PAN Card: HWBRH7029N,FALSE,NONE,,CLEAN,15
CUST513583,4477003260,Adya Kothari,20-10-1984,Government Employee,"Flat No. 33A, Chander Road, Ville Nagar, Aurangabad, Bihar - 516869, India",1014290,PAN Card: SLKAI6047O,FALSE,NONE,,CLEAN,4
CUST701800,3711169500,Devansh Soni,11/7/1981,Lawyer,"Flat No. 42C, Pathak Chowk, Ville Nagar, Ambala, Madhya Pradesh - 218959, India",5641431,Aadhaar Card: XXXX-XXXX-4048,FALSE,NONE,,CLEAN,9
CUST641187,7713641622,Mekhala Kata,2/12/1973,Army Personnel,"Flat No. 42C, Pingle Chowk, Ville Nagar, Bijapur, Jharkhand - 100686, India",705681,Voter ID: QRU7185439,FALSE,NONE,,CLEAN,7
CUST271487,6558968510,Avi Grover,15-02-1971,Nurse / Healthcare Worker,"Flat No. 6C, Boase Ganj, Ville Nagar, Tiruppur, Uttar Pradesh - 787728, India",507742,Voter ID: UAI9505552,FALSE,NONE,,CLEAN,15
CUST323787,8817936053,Neelima Krishnamurthy,14-11-2003,Business Analyst,"Flat No. 18C, Varma, Ville Nagar, Surat, West Bengal - 187651, India",721766,PAN Card: BKHSW9597G,FALSE,NONE,,CLEAN,5
CUST113554,6618026760,Warjas Bansal,19-04-1973,Chartered Accountant,"Flat No. 32B, Dhar Ganj, Ville Nagar, Guntur, Uttarakhand - 554837, India",7181879,Passport: D9184965,FALSE,NONE,,CLEAN,16
CUST514463,3582202830,Urmi Kohli,10/4/2004,Financial Advisor,"Flat No. 14B, Dhillon Chowk, Ville Nagar, Khora , Delhi - 403507, India",1659544,Passport: D1129686,FALSE,NONE,,CLEAN,2
CUST305507,4493197881,Chasmum Walia,1/2/1988,Software Engineer,"Flat No. 44B, Rattan Chowk, Ville Nagar, Udupi, Andhra Pradesh - 786680, India",2677044,Aadhaar Card: XXXX-XXXX-6544,FALSE,NONE,,CLEAN,18
CUST315289,4592601612,Dhruv Soman,1/6/2004,Nurse / Healthcare Worker,"Flat No. 5C, Panchal Zila, Ville Nagar, Tirunelveli, Maharashtra - 681636, India",246597,Aadhaar Card: XXXX-XXXX-3333,FALSE,NONE,,CLEAN,0
CUST546235,7629589738,Udyati Butala,19-11-1983,Chartered Accountant,"Flat No. 2A, Chaudhuri Path, Ville Nagar, Nanded, Uttar Pradesh - 153034, India",3805512,Voter ID: PRD5233170,FALSE,NONE,,CLEAN,9
CUST328598,2657142247,Mitesh Yadav,9/4/1993,Lawyer,"Flat No. 29D, Dass Zila, Ville Nagar, Ratlam, Delhi - 718115, India",2096020,Aadhaar Card: XXXX-XXXX-9034,FALSE,NONE,,CLEAN,4
CUST787614,9003006754,Omkaar Banik,19-08-1984,Import-Export Dealer,"Flat No. 43D, Khare Path, Ville Nagar, Chandigarh, Haryana - 418853, India",7800361,Driving Licence: DU31 20169795220,FALSE,NONE,,CLEAN,3
CUST548544,5109623450,Veda Prabhu,10/4/1959,Pharmacist,"Flat No. 41A, Batta Road, Ville Nagar, Anantapuram, Telangana - 526261, India",1487419,Passport: C2333367,FALSE,NONE,,CLEAN,4
CUST980266,5706877708,Arjun Shroff,7/11/1982,Jewellery Trader,"Flat No. 38C, Johal Zila, Ville Nagar, Ranchi, Karnataka - 269257, India",4388958,Driving Licence: OH60 20133011377,FALSE,NONE,,CLEAN,13
CUST461287,9982478398,Isaiah Mani,28-12-1999,Software Engineer,"Flat No. 32D, Sekhon Marg, Ville Nagar, Khandwa, Andhra Pradesh - 150011, India",5859573,PAN Card: OYBUA9584V,FALSE,NONE,,CLEAN,3
CUST653349,4680252319,Wishi Varma,20-07-1966,Import-Export Dealer,"Flat No. 26A, Tara Chowk, Ville Nagar, Lucknow, Bihar - 469082, India",3829024,Voter ID: QVS5990296,FALSE,NONE,,CLEAN,19
CUST843556,9908487592,Alka Palla,2/11/1974,Government Employee,"Flat No. 24B, Raman Path, Ville Nagar, Tirupati, Andhra Pradesh - 300790, India",1439093,Passport: C1820610,FALSE,NONE,,CLEAN,3
CUST428930,1378784400,Hitesh Kohli,7/12/1978,Civil Engineer,"Flat No. 27D, Rattan Marg, Ville Nagar, Tirupati, Karnataka - 840058, India",658787,PAN Card: NOZMJ3837O,FALSE,NONE,,CLEAN,15
CUST152072,426367626,Tanveer Mandal,9/1/1973,Film / Media Professional,"Flat No. 27A, Sahota Ganj, Ville Nagar, Ulhasnagar, Uttar Pradesh - 574779, India",5343420,PAN Card: PPGAA1076O,FALSE,NONE,,CLEAN,12
CUST670053,4010009393,Anvi Dass,26-12-1981,Business Analyst,"Flat No. 35A, Walla Road, Ville Nagar, Guntakal, Uttar Pradesh - 906306, India",1329130,PAN Card: RJQBZ7547Y,FALSE,NONE,,CLEAN,18
CUST478867,8061984977,Arin Ramachandran,2/12/1980,Banker,"Flat No. 23A, Vaidya Circle, Ville Nagar, Berhampore, Tamil Nadu - 597529, India",1230847,Aadhaar Card: XXXX-XXXX-7921,FALSE,NONE,,CLEAN,6
CUST353288,2189418125,Warinder Sampath,1/1/2002,Software Engineer,"Flat No. 10C, Dhawan Ganj, Ville Nagar, Kakinada, Jharkhand - 959868, India",4677553,Driving Licence: IE83 20215432530,FALSE,NONE,,CLEAN,6
CUST994467,1086503953,Oviya Chakrabarti,25-02-1989,Retired / Pensioner,"Flat No. 50C, Mittal Street, Ville Nagar, Warangal, West Bengal - 218877, India",151744,Voter ID: INV9968963,FALSE,NONE,,CLEAN,15
CUST948188,9352048807,Vidhi Bassi,16-05-2003,Farmer,"Flat No. 6B, Hans Road, Ville Nagar, Jalandhar, Jharkhand - 180595, India",477321,Passport: I3223631,FALSE,NONE,,CLEAN,14
CUST567636,544871928,Ekansh Raja,20-01-1984,Entrepreneur,"Flat No. 42B, Karpe Ganj, Ville Nagar, Nagercoil, Uttarakhand - 652005, India",1975787,PAN Card: UTFCW2431Q,FALSE,NONE,,CLEAN,0
CUST957091,6156339187,Chandani Gaba,27-05-1985,Film / Media Professional,"Flat No. 32A, Khosla, Ville Nagar, Yamunanagar, Madhya Pradesh - 240913, India",3742209,Passport: X8434162,FALSE,NONE,,CLEAN,11
CUST770718,4045011140,Varenya Kibe,11/3/1973,Army Personnel,"Flat No. 48A, Jayaraman, Ville Nagar, Suryapet, Madhya Pradesh - 463656, India",609167,Passport: F2488575,FALSE,NONE,,CLEAN,20
CUST844747,5801374323,Ishani Dugal,6/4/1996,Army Personnel,"Flat No. 25C, Dar Zila, Ville Nagar, Srikakulam, Assam - 614416, India",1291930,Aadhaar Card: XXXX-XXXX-5947,FALSE,NONE,,CLEAN,3
CUST903562,8212330109,Eshana Saini,11/11/2000,Retired / Pensioner,"Flat No. 25D, Nanda Ganj, Ville Nagar, Anantapur, Assam - 997728, India",464929,Voter ID: VFD2471032,FALSE,NONE,,CLEAN,16
CUST541597,5254058209,Noah Sarma,15-12-1975,Restaurant / Hotel Owner,"Flat No. 29D, Rajagopalan Circle, Ville Nagar, Medininagar, Haryana - 481220, India",938017,Passport: K7692147,FALSE,NONE,,CLEAN,1
CUST626199,236763209,Barkha Misra,25-03-1960,Civil Engineer,"Flat No. 9D, Subramaniam Zila, Ville Nagar, Bally, Assam - 307731, India",1311414,Voter ID: KOO9795418,FALSE,NONE,,CLEAN,15
CUST614646,1670948762,Laksh Saini,13-05-1972,Teacher / Professor,"Flat No. 15B, Vora Ganj, Ville Nagar, Eluru, Karnataka - 651273, India",550693,Voter ID: MON7605473,FALSE,NONE,,CLEAN,0
CUST659383,1369330563,Reva Hans,18-06-1997,Entrepreneur,"Flat No. 28D, Purohit Nagar, Ville Nagar, Chandrapur, Madhya Pradesh - 391224, India",7068818,PAN Card: JSVAZ1570X,FALSE,NONE,,CLEAN,2
CUST437211,2584489906,Kala Kaur,19-01-1991,Stockbroker,"Flat No. 12C, Jhaveri Nagar, Ville Nagar, Nandyal, Tamil Nadu - 226610, India",7853019,Passport: E7965133,FALSE,NONE,,CLEAN,0
CUST906564,3758118046,Mahika Bhatti,9/9/2002,Army Personnel,"Flat No. 35D, Sarkar Road, Ville Nagar, Sambalpur, Gujarat - 483588, India",723095,Voter ID: FUT5882155,FALSE,NONE,,CLEAN,15
CUST489921,4959625851,Girik Chander,17-02-2004,Business Analyst,"Flat No. 43C, Sarkar Nagar, Ville Nagar, Bhopal, Uttarakhand - 656289, India",1034979,Aadhaar Card: XXXX-XXXX-5969,FALSE,NONE,,CLEAN,2
CUST843814,5551993114,Azaan Jhaveri,19-09-1998,Import-Export Dealer,"Flat No. 17C, Shenoy, Ville Nagar, Madanapalle, Bihar - 728614, India",2254976,Aadhaar Card: XXXX-XXXX-7209,FALSE,NONE,,CLEAN,13
CUST733882,7841784544,Quincy Kibe,11/4/1975,Retail Trader,"Flat No. 48B, Basu Street, Ville Nagar, Bijapur, West Bengal - 649850, India",397521,Voter ID: AKD2124878,FALSE,NONE,,CLEAN,6
CUST873544,5354297720,Reva Anne,3/4/1986,Import-Export Dealer,"Flat No. 2B, Vasa Ganj, Ville Nagar, Visakhapatnam, Jharkhand - 775987, India",1380206,Passport: N6751103,FALSE,NONE,,CLEAN,12
CUST643899,659293582,Anirudh Kari,18-01-1957,Police Officer,"Flat No. 25A, Deep Ganj, Ville Nagar, Giridih, Rajasthan - 405323, India",914828,Voter ID: KHV8740121,FALSE,NONE,,CLEAN,0
CUST294735,7116059879,Ojas Purohit,3/2/1961,Stockbroker,"Flat No. 17D, Pall Ganj, Ville Nagar, Gangtok, Uttar Pradesh - 542412, India",7710128,Passport: V7761231,FALSE,NONE,,CLEAN,12
CUST332311,2434664247,Reva Dash,17-11-1958,Financial Advisor,"Flat No. 20D, Modi Chowk, Ville Nagar, Orai, Maharashtra - 163780, India",1563772,Voter ID: WLC8441741,FALSE,NONE,,CLEAN,15
CUST887159,4889103394,Ekaja Hora,7/5/1970,Nurse / Healthcare Worker,"Flat No. 44D, Bawa Ganj, Ville Nagar, Ranchi, Punjab - 927942, India",162072,Driving Licence: IA74 20204126292,FALSE,NONE,,CLEAN,0
CUST961304,3706844167,Vamakshi Pillai,23-10-1999,Banker,"Flat No. 27B, Arya Street, Ville Nagar, Tenali, Tamil Nadu - 346617, India",903310,Passport: A4410466,FALSE,NONE,,CLEAN,17
CUST225245,3644256410,Anjali Hans,1/12/1996,Software Engineer,"Flat No. 11D, Narayanan Zila, Ville Nagar, Bardhaman, Bihar - 648410, India",7138300,Driving Licence: US31 20199822941,FALSE,NONE,,CLEAN,1
CUST480983,5338301445,Amruta Dass,28-11-1973,Civil Engineer,"Flat No. 5B, Anand Chowk, Ville Nagar, Saharanpur, Telangana - 378035, India",711559,Aadhaar Card: XXXX-XXXX-5871,FALSE,NONE,,CLEAN,18
CUST946165,6279440406,Lucky Parikh,11/11/1985,Retired / Pensioner,"Flat No. 14B, Balasubramanian Chowk, Ville Nagar, Karimnagar, Haryana - 255945, India",273273,PAN Card: ABWDZ3066E,FALSE,NONE,,CLEAN,12
CUST854038,3770534770,Yadavi Dubey,25-09-1986,Army Personnel,"Flat No. 30A, Madan Zila, Ville Nagar, Bhiwani, Telangana - 448762, India",1073700,Aadhaar Card: XXXX-XXXX-7673,FALSE,NONE,,CLEAN,20
CUST734924,8987848252,Nimrat Bajwa,20-10-1974,Chartered Accountant,"Flat No. 3A, Pal Ganj, Ville Nagar, Mumbai, Tamil Nadu - 605666, India",2688325,PAN Card: XOAYR8069Q,FALSE,NONE,,CLEAN,15
CUST185257,8158472527,Sachi Arya,24-10-1975,Pharmacist,"Flat No. 18A, Choudhry Road, Ville Nagar, Patna, Haryana - 508500, India",1014788,PAN Card: UHDWB5040H,FALSE,NONE,,CLEAN,20
CUST642752,3998168536,Anusha Pillay,8/5/2004,Lawyer,"Flat No. 14C, Tiwari Chowk, Ville Nagar, Ludhiana, Maharashtra - 909000, India",3732031,Passport: R9577712,FALSE,NONE,,CLEAN,18
CUST970699,7724710130,Gabriel Shan,27-10-1995,Civil Engineer,"Flat No. 50B, Pillay Nagar, Ville Nagar, Phusro, Himachal Pradesh - 791691, India",1130025,Driving Licence: GS53 20221727464,FALSE,NONE,,CLEAN,13
CUST725550,8389148416,Tanvi Mutti,14-06-1958,Civil Engineer,"Flat No. 39A, Andra Zila, Ville Nagar, Srinagar, Andhra Pradesh - 704596, India",862479,PAN Card: GSAYN4228L,FALSE,NONE,,CLEAN,6
CUST425286,1695365423,Harrison Dalal,19-02-2003,Farmer,"Flat No. 7B, Kashyap Chowk, Ville Nagar, Lucknow, Telangana - 364344, India",361662,PAN Card: TROPU9682F,FALSE,NONE,,CLEAN,10
CUST638406,9999156867,Jack Talwar,3/4/1979,Government Employee,"Flat No. 18D, Sathe Nagar, Ville Nagar, Berhampore, West Bengal - 819602, India",1317911,Passport: S2712355,FALSE,NONE,,CLEAN,15
CUST883997,5043306746,Aditya Som,21-01-1966,Import-Export Dealer,"Flat No. 50D, Ghose Street, Ville Nagar, Nizamabad, Karnataka - 419588, India",8325939,Driving Licence: BO29 20187733196,FALSE,NONE,,CLEAN,5
CUST540038,9665547827,Yochana Tank,12/7/1973,Teacher / Professor,"Flat No. 35D, Chaudhari Chowk, Ville Nagar, Kurnool, Uttar Pradesh - 969067, India",367065,Voter ID: UPT4784650,FALSE,NONE,,CLEAN,20
CUST243628,7509313232,Victor Shukla,22-07-1976,Pharmacist,"Flat No. 31C, Kala, Ville Nagar, Bathinda, Telangana - 624681, India",1346446,Aadhaar Card: XXXX-XXXX-4944,FALSE,NONE,,CLEAN,1
CUST257817,4702471426,Eiravati Bhatt,28-08-1995,Restaurant / Hotel Owner,"Flat No. 21A, Sachar Ganj, Ville Nagar, Nanded, Punjab - 375568, India",980938,Driving Licence: SZ26 20220615741,FALSE,NONE,,CLEAN,18
CUST871185,3442706849,William Gandhi,16-01-1963,Lawyer,"Flat No. 40A, Dey Circle, Ville Nagar, Mangalore, Madhya Pradesh - 835363, India",5301146,PAN Card: AQXVC3796S,FALSE,NONE,,CLEAN,5
CUST170403,3362765079,Charan Nath,17-02-1966,Software Engineer,"Flat No. 7B, Chauhan Nagar, Ville Nagar, Shimla, Rajasthan - 208639, India",2483642,Voter ID: ANK3043656,FALSE,NONE,,CLEAN,14
CUST756401,128336607,Wazir Mitra,2/8/1969,Jewellery Trader,"Flat No. 23D, Batta Zila, Ville Nagar, Berhampore, Jharkhand - 434217, India",4783618,Voter ID: KHE8944327,FALSE,NONE,,CLEAN,2
CUST119719,3682462176,Vidhi Mital,2/7/1956,Self-Employed Consultant,"Flat No. 13A, Batta Road, Ville Nagar, Ujjain, Karnataka - 931578, India",403889,Driving Licence: PM42 20111618289,FALSE,NONE,,CLEAN,10
CUST747684,6360797080,Tarak Venkataraman,19-06-1989,Architect,"Flat No. 44D, Chaudhuri Zila, Ville Nagar, Jhansi, Tamil Nadu - 110821, India",1451402,Voter ID: DIS4560421,FALSE,NONE,,CLEAN,7
CUST520085,1645558162,Mekhala Chauhan,6/12/1998,Construction Contractor,"Flat No. 5C, Bhatt Zila, Ville Nagar, Indore, Rajasthan - 455081, India",1119244,PAN Card: PZDVS5563Y,FALSE,NONE,,CLEAN,0
CUST293871,2769355426,Aarav Bobal,13-01-1960,Nurse / Healthcare Worker,"Flat No. 36D, Natarajan Marg, Ville Nagar, Purnia, Tamil Nadu - 644107, India",576176,Driving Licence: OV93 20133309975,FALSE,NONE,,CLEAN,18
CUST357543,3938282574,Frederick Krish,3/6/1964,Nurse / Healthcare Worker,"Flat No. 24C, Merchant Circle, Ville Nagar, Agra, Jharkhand - 257242, India",331063,Voter ID: JDK5519937,FALSE,NONE,,CLEAN,2
CUST387202,6636706962,Neel Saraf,14-01-1988,Civil Engineer,"Flat No. 30B, Handa Circle, Ville Nagar, Jalandhar, Karnataka - 919350, India",551310,Aadhaar Card: XXXX-XXXX-8516,FALSE,NONE,,CLEAN,14
CUST576086,8456279067,Samuel Salvi,26-05-1990,Doctor,"Flat No. 41B, Bahri Marg, Ville Nagar, Chennai, Punjab - 220351, India",6966202,Driving Licence: FD44 20138181262,FALSE,NONE,,CLEAN,19
CUST955408,3881049690,Bhavya Choudhary,22-07-1959,Shop Owner,"Flat No. 21B, Tara Nagar, Ville Nagar, Jalgaon, Maharashtra - 921251, India",540742,PAN Card: YKMZD3299H,FALSE,NONE,,CLEAN,17
CUST362139,2962679067,Devansh Bhatia,22-02-1958,Farmer,"Flat No. 26B, Krishna, Ville Nagar, Srinagar, Rajasthan - 389982, India",174413,Aadhaar Card: XXXX-XXXX-1046,FALSE,NONE,,CLEAN,14
CUST284019,3808941319,Gaurika Bhatti,27-07-1964,Financial Advisor,"Flat No. 28C, Chandra Path, Ville Nagar, Nizamabad, Tamil Nadu - 520304, India",8381877,Aadhaar Card: XXXX-XXXX-4027,FALSE,NONE,,CLEAN,10
CUST905572,222127079,Vasudha Ghose,1/6/1998,Journalist,"Flat No. 19A, Chandran Chowk, Ville Nagar, Gangtok, Andhra Pradesh - 491704, India",504895,Driving Licence: YC51 20141278789,FALSE,NONE,,CLEAN,1
CUST852110,3353913084,Krisha Bhargava,8/2/1965,Nurse / Healthcare Worker,"Flat No. 15C, Dua Path, Ville Nagar, Faridabad, West Bengal - 865492, India",298006,Passport: K8753576,FALSE,NONE,,CLEAN,20
CUST436759,2329119204,Vidhi Kuruvilla,5/7/1976,Chartered Accountant,"Flat No. 41B, Pant Path, Ville Nagar, Saharanpur, Rajasthan - 364760, India",7061336,Voter ID: LHF3719411,FALSE,NONE,,CLEAN,4
CUST355517,2463385876,Anya Sangha,27-08-1965,Software Engineer,"Flat No. 29D, Karnik Circle, Ville Nagar, Farrukhabad, Assam - 678002, India",8393494,Driving Licence: EE76 20255932979,FALSE,NONE,,CLEAN,5
CUST799512,8939055432,Reva Goda,5/9/1957,Retired / Pensioner,"Flat No. 27A, Mammen Circle, Ville Nagar, Bihar Sharif, Rajasthan - 345101, India",438509,Passport: T3082675,FALSE,NONE,,CLEAN,16
CUST615524,2215405780,Max Narayan,5/11/2001,Doctor,"Flat No. 14B, Aggarwal Marg, Ville Nagar, Junagadh, Tamil Nadu - 282112, India",2814517,Driving Licence: OU36 20163434016,FALSE,NONE,,CLEAN,4
CUST849575,1377603863,Teerth Handa,4/3/1973,Stockbroker,"Flat No. 15A, Garg Road, Ville Nagar, Kakinada, Telangana - 474664, India",2142952,Aadhaar Card: XXXX-XXXX-6467,FALSE,NONE,,CLEAN,16
CUST601556,7999834197,Yachana Rao,8/8/1979,Construction Contractor,"Flat No. 26B, Basak Chowk, Ville Nagar, Barasat, Maharashtra - 482820, India",564056,Aadhaar Card: XXXX-XXXX-7162,FALSE,NONE,,CLEAN,6
CUST659876,3999777089,Balhaar Lad,2/1/1976,Stockbroker,"Flat No. 22A, Zacharia Circle, Ville Nagar, Ambarnath, Kerala - 926045, India",8009688,Aadhaar Card: XXXX-XXXX-7643,FALSE,NONE,,CLEAN,8
CUST284431,3135838003,Joshua Dyal,17-08-2003,Teacher / Professor,"Flat No. 8A, Vala Street, Ville Nagar, Pimpri-Chinchwad, Madhya Pradesh - 856445, India",561824,Voter ID: PIF6464086,FALSE,NONE,,CLEAN,20
CUST958002,3613886607,Ryan Goyal,7/2/1959,Shop Owner,"Flat No. 9D, Balakrishnan Path, Ville Nagar, Alwar, Uttarakhand - 565909, India",597070,PAN Card: HMGOG9906D,FALSE,NONE,,CLEAN,9
CUST735173,7782575115,Ati Kar,10/8/1978,Journalist,"Flat No. 16B, Om Street, Ville Nagar, Chandigarh, Assam - 149334, India",202902,Aadhaar Card: XXXX-XXXX-6878,FALSE,NONE,,CLEAN,10
CUST279018,7092971860,Sathvik Gaba,12/10/2004,Jewellery Trader,"Flat No. 31A, Rau Marg, Ville Nagar, Jamshedpur, Odisha - 359533, India",7577529,Voter ID: CVO5876441,FALSE,NONE,,CLEAN,3
CUST888996,1935297468,Riya Kunda,12/7/1958,Chartered Accountant,"Flat No. 28C, Kala Chowk, Ville Nagar, Kishanganj, Gujarat - 359822, India",6145704,Passport: U2413458,FALSE,NONE,,CLEAN,19
CUST253075,3872606344,Jeet More,25-10-1956,Travel Agent,"Flat No. 8B, Sangha Ganj, Ville Nagar, Allahabad, Bihar - 532949, India",775250,Passport: E5078015,FALSE,NONE,,CLEAN,3
CUST398179,6793730660,Bina Lala,18-01-1979,Lawyer,"Flat No. 34A, Seshadri Ganj, Ville Nagar, Ballia, Kerala - 776096, India",8260212,Aadhaar Card: XXXX-XXXX-2137,FALSE,NONE,,CLEAN,20
CUST420677,8115468745,Yahvi Babu,27-11-1982,Software Engineer,"Flat No. 1A, Shere Zila, Ville Nagar, Singrauli, Delhi - 244408, India",4809809,Passport: J9422048,FALSE,NONE,,CLEAN,17
CUST186994,8481311214,Rajeshri Mander,4/11/1959,Banker,"Flat No. 30D, Chaudhary, Ville Nagar, Hubli–Dharwad, Kerala - 353103, India",1259461,Driving Licence: ZA49 20248344348,FALSE,NONE,,CLEAN,0
CUST575747,3511049612,Agastya Joshi,8/2/1973,Stockbroker,"Flat No. 46B, Buch Chowk, Ville Nagar, Karimnagar, Rajasthan - 952924, India",6850650,Passport: J9290765,FALSE,NONE,,CLEAN,4
CUST583220,3259746649,Urishilla Suresh,22-09-1998,Farmer,"Flat No. 14D, Chand Road, Ville Nagar, Uluberia, Andhra Pradesh - 814544, India",554223,Passport: K3661058,FALSE,NONE,,CLEAN,1
CUST719946,2361327503,Manthan Nanda,26-04-1966,Software Engineer,"Flat No. 21C, Rout Zila, Ville Nagar, Tenali, Rajasthan - 497242, India",2091139,Driving Licence: AS58 20121057410,FALSE,NONE,,CLEAN,15
CUST155613,4908949299,Aishani Gola,20-07-1989,Civil Engineer,"Flat No. 40D, Shere Chowk, Ville Nagar, Bangalore, Himachal Pradesh - 472325, India",718016,Aadhaar Card: XXXX-XXXX-9615,FALSE,NONE,,CLEAN,7
CUST971636,2870306224,Ansh Date,19-05-1999,Business Analyst,"Flat No. 48B, Padmanabhan Street, Ville Nagar, Faridabad, Kerala - 875167, India",697215,Aadhaar Card: XXXX-XXXX-9753,FALSE,NONE,,CLEAN,8
CUST276214,1030676446,Chakradhar Baral,15-03-1969,Construction Contractor,"Flat No. 16A, Chauhan Path, Ville Nagar, Adoni, Gujarat - 204823, India",887896,Driving Licence: JE72 20121668810,FALSE,NONE,,CLEAN,17
CUST839916,8852169475,Kavya Nadkarni,14-02-1996,Farmer,"Flat No. 8A, Sanghvi, Ville Nagar, Tadepalligudem, Haryana - 768444, India",242750,Aadhaar Card: XXXX-XXXX-6148,FALSE,NONE,,CLEAN,13
CUST475351,7643404209,Raghav Sathe,14-11-1960,Jewellery Trader,"Flat No. 7B, Ray Ganj, Ville Nagar, Pimpri-Chinchwad, West Bengal - 676680, India",5048027,Voter ID: NRN8432510,FALSE,NONE,,CLEAN,14
CUST145976,1269968046,Advay Raja,24-06-1976,Import-Export Dealer,"Flat No. 47B, Mody Nagar, Ville Nagar, Panvel, Rajasthan - 151047, India",6420774,Passport: K1931723,FALSE,NONE,,CLEAN,7
CUST492292,4024921053,Shivansh Saha,23-10-1961,Nurse / Healthcare Worker,"Flat No. 33B, Balasubramanian, Ville Nagar, Barasat, Bihar - 125755, India",392778,Voter ID: CKZ2947320,FALSE,NONE,,CLEAN,2
CUST619360,5367802555,Udarsh Chaudry,10/8/1993,Financial Advisor,"Flat No. 47A, Parikh Road, Ville Nagar, Kochi, Haryana - 293910, India",7124655,Driving Licence: AE35 20170668747,FALSE,NONE,,CLEAN,1
CUST477818,7230775790,Gunbir Randhawa,16-05-1956,Retired / Pensioner,"Flat No. 10C, Kakar Ganj, Ville Nagar, Mangalore, Uttar Pradesh - 746216, India",295970,Aadhaar Card: XXXX-XXXX-8027,FALSE,NONE,,CLEAN,2
CUST600590,33346270,Raksha Manne,7/9/2002,Nurse / Healthcare Worker,"Flat No. 47C, Rege Zila, Ville Nagar, Avadi, Maharashtra - 437864, India",152447,Driving Licence: ER90 20166792948,FALSE,NONE,,CLEAN,0
CUST502643,7950918410,Caleb Bhatti,2/11/2004,Software Engineer,"Flat No. 9B, Anne Road, Ville Nagar, Madanapalle, Tamil Nadu - 380658, India",2123044,PAN Card: YPUAU9886X,FALSE,NONE,,CLEAN,7
CUST412886,3243896688,Hemal Chad,10/6/1998,Army Personnel,"Flat No. 30D, Gera Circle, Ville Nagar, Bahraich, Gujarat - 992400, India",1132063,Driving Licence: MF24 20188767337,FALSE,NONE,,CLEAN,2
CUST525151,3162568567,Zaitra Batra,24-01-1964,Financial Advisor,"Flat No. 47C, Biswas Marg, Ville Nagar, Bijapur, Tamil Nadu - 327114, India",5927858,Voter ID: PMM4680314,FALSE,NONE,,CLEAN,10
CUST313681,7304837186,Amara Diallo Kouyate,2/10/1971,President / Head of State,"Flat No. 30A, Mumbai, India",18000000,National ID: NID-54922391,TRUE,PEP,Foreign PEP - Head of State / Former President,PEP,85
